Experiment Name,Well Name,Cluster ID,Cluster Area (um^2),Number of Nuclei,Cluster Mean Intenisty,Cluster Perimeter (um),Cluster Convex Hull (um),Cluster Convex Hull to Perimeter Ratio,Cluster Distance from Well Edge (um)
,,,,,,,,,
110520_proxOrg_FFU,G04,23,624.6438,0,536.1223,97.3127,96.4836,0.9915,14.2062
,,,,,,,,,
110520_proxOrg_FFU,G04,24,11144.0549,10,760.3927,506.4688,446.3642,0.8813,384.1933
,,,,,,,,,
110520_proxOrg_FFU,G04,25,2314.0337,2,750.11,195.7671,188.7399,0.9641,192.7567
,,,,,,,,,
110520_proxOrg_FFU,G04,26,1055.5997,1,779.8456,124.9951,121.314,0.9705,69.647
,,,,,,,,,
110520_proxOrg_FFU,G04,27,13733.556,14,688.6643,897.568,574.368,0.6399,202.7602
,,,,,,,,,
110520_proxOrg_FFU,G04,28,1734.0457,1,634.1151,188.9355,181.816,0.9623,200.582
,,,,,,,,,
110520_proxOrg_FFU,G04,29,770.9859,0,573.746,107.5386,104.8398,0.9749,37.6433
,,,,,,,,,
110520_proxOrg_FFU,G04,30,15413.2614,8,670.5503,746.6323,577.0225,0.7728,190.5617
,,,,,,,,,
110520_proxOrg_FFU,G04,31,10370.3789,5,721.7515,477.9271,446.81,0.9349,57.391
,,,,,,,,,
110520_proxOrg_FFU,G04,32,4374.6589,2,689.1796,338.0966,293.1907,0.8672,48.7693
,,,,,,,,,
110520_proxOrg_FFU,G04,33,300.2164,0,530.7652,104.1138,102.373,0.9833,3.9843
,,,,,,,,,
110520_proxOrg_FFU,G04,34,1728.1275,3,578.9222,168.6492,163.7469,0.9709,55.756
,,,,,,,,,
110520_proxOrg_FFU,G04,35,1305.242,1,679.6686,137.5905,134.1837,0.9752,178.2529
,,,,,,,,,
110520_proxOrg_FFU,G04,36,4933.664,3,639.4991,374.403,336.2333,0.8981,117.9852
,,,,,,,,,
110520_proxOrg_FFU,G04,37,1621.061,1,661.9044,158.0853,153.8313,0.9731,103.7684
,,,,,,,,,
110520_proxOrg_FFU,G04,38,13450.0182,9,608.8017,896.8129,779.7896,0.8695,36.2629
,,,,,,,,,
110520_proxOrg_FFU,G05,1,14916.6669,19,616.462,987.3857,648.0105,0.6563,251.0728
,,,,,,,,,
110520_proxOrg_FFU,G05,2,1461.8065,2,825.2264,149.3697,146.588,0.9814,223.7696
,,,,,,,,,
110520_proxOrg_FFU,G05,3,599.8948,2,636.7094,93.4457,92.6856,0.9919,175.8128
,,,,,,,,,
110520_proxOrg_FFU,G05,4,8117.6797,4,573.481,431.3517,384.9393,0.8924,107.3685
,,,,,,,,,
110520_proxOrg_FFU,G05,5,3115.6868,2,602.013,285.8923,240.5604,0.8414,32.7291
,,,,,,,,,
110520_proxOrg_FFU,G05,6,1254.6679,2,810.1677,139.5914,134.8068,0.9657,305.3937
,,,,,,,,,
110520_proxOrg_FFU,G05,7,6170.5772,0,813.1875,323.831,312.2032,0.9641,144.518
,,,,,,,,,
110520_proxOrg_FFU,G05,8,556.853,1,651.7159,87.326,85.9341,0.9841,118.7619
,,,,,,,,,
110520_proxOrg_FFU,G05,9,503.5888,2,591.0919,87.8294,86.0121,0.9793,71.4603
,,,,,,,,,
110520_proxOrg_FFU,G05,10,6424.5237,8,622.7835,516.8547,377.0675,0.7295,192.711
,,,,,,,,,
110520_proxOrg_FFU,G05,11,2057.9351,0,766.6939,211.8304,203.3878,0.9601,219.7455
,,,,,,,,,
110520_proxOrg_FFU,G05,12,1218.0824,1,902.4775,134.0183,130.9231,0.9769,293.0477
,,,,,,,,,
110520_proxOrg_FFU,G05,13,3477.2378,2,656.8812,241.7043,230.8953,0.9553,223.4231
,,,,,,,,,
110520_proxOrg_FFU,G05,14,10461.3046,16,679.3277,825.4028,506.8896,0.6141,165.6593
,,,,,,,,,
110520_proxOrg_FFU,G05,15,768.8338,0,554.8467,108.7539,105.6549,0.9715,244.1639
,,,,,,,,,
110520_proxOrg_FFU,G05,16,545.0165,0,545.7591,121.3187,108.0137,0.8903,211.1492
,,,,,,,,,
110520_proxOrg_FFU,G05,17,1007.1777,2,612.8114,175.4808,151.4597,0.8631,212.3828
,,,,,,,,,
110520_proxOrg_FFU,G05,18,532.642,1,631.8172,90.0083,88.1615,0.9795,56.0954
,,,,,,,,,
110520_proxOrg_FFU,G05,19,481.5299,0,522.0425,87.8294,86.007,0.9793,11.1557
,,,,,,,,,
110520_proxOrg_FFU,G05,20,22867.5597,29,665.9707,927.1039,708.7592,0.7645,80.3344
,,,,,,,,,
110520_proxOrg_FFU,G05,21,7616.781,13,690.9633,644.6617,473.088,0.7339,493.1441
,,,,,,,,,
110520_proxOrg_FFU,G05,22,2043.4085,2,629.6851,192.6119,179.1217,0.93,320.6364
,,,,,,,,,
110520_proxOrg_FFU,G05,23,3108.6926,3,665.1705,251.6047,231.9184,0.9218,334.1601
,,,,,,,,,
110520_proxOrg_FFU,G05,24,1102.9456,1,785.8337,136.4489,130.8542,0.959,329.5059
,,,,,,,,,
110520_proxOrg_FFU,G05,25,1060.9799,1,668.0538,124.0315,120.9506,0.9752,586.8718
,,,,,,,,,
110520_proxOrg_FFU,G05,26,1829.2757,1,714.9271,179.2615,173.6319,0.9686,499.1594
,,,,,,,,,
110520_proxOrg_FFU,G05,27,3843.631,4,696.2889,335.3279,291.9411,0.8706,490.6857
,,,,,,,,,
110520_proxOrg_FFU,G05,28,5634.707,4,745.347,350.8878,328.6992,0.9368,477.5816
,,,,,,,,,
110520_proxOrg_FFU,G05,29,2899.4019,2,628.2676,221.3443,208.2973,0.9411,571.7636
,,,,,,,,,
110520_proxOrg_FFU,G05,30,2050.4028,2,700.5211,182.7726,175.5726,0.9606,340.0713
,,,,,,,,,
110520_proxOrg_FFU,G05,31,20736.9916,17,655.8945,973.8699,686.8581,0.7053,171.7479
,,,,,,,,,
110520_proxOrg_FFU,G05,32,537.4842,2,552.5656,101.462,100.0681,0.9863,342.1632
,,,,,,,,,
110520_proxOrg_FFU,G05,33,451.9387,0,581.1679,135.3073,127.3036,0.9408,4.222
,,,,,,,,,
110520_proxOrg_FFU,G05,34,9466.5015,15,678.4553,490.019,429.4589,0.8764,477.3118
,,,,,,,,,
110520_proxOrg_FFU,G05,35,1413.3845,1,561.0765,159.448,153.1122,0.9603,427.8869
,,,,,,,,,
110520_proxOrg_FFU,G05,36,2877.343,1,724.5073,229.447,224.3155,0.9776,14.411
,,,,,,,,,
110520_proxOrg_FFU,G05,37,8854.2322,24,683.6748,525.0796,429.7045,0.8184,377.6362
,,,,,,,,,
110520_proxOrg_FFU,G05,38,1873.3935,1,594.9696,174.118,169.4173,0.973,236.9351
,,,,,,,,,
110520_proxOrg_FFU,G06,1,11242.5129,13,640.457,653.7027,481.5645,0.7367,130.7996
,,,,,,,,,
110520_proxOrg_FFU,G06,2,917.3279,2,742.7683,116.7702,113.8872,0.9753,90.5883
,,,,,,,,,
110520_proxOrg_FFU,G06,3,1333.2191,0,622.274,150.6892,145.0308,0.9624,216.6685
,,,,,,,,,
110520_proxOrg_FFU,G06,4,2945.6718,2,657.9989,272.4376,241.7304,0.8873,231.2689
,,,,,,,,,
110520_proxOrg_FFU,G06,5,2748.2177,0,684.0846,216.7221,208.5738,0.9624,70.2751
,,,,,,,,,
110520_proxOrg_FFU,G06,6,15448.7709,20,675.1042,661.6633,531.1543,0.8028,180.3168
,,,,,,,,,
110520_proxOrg_FFU,G06,7,938.3108,1,843.1835,117.3779,114.4669,0.9752,111.5852
,,,,,,,,,
110520_proxOrg_FFU,G06,8,125.3592,0,529.7339,48.6195,49.2222,1.0124,4.1649
,,,,,,,,,
110520_proxOrg_FFU,G06,9,866.7538,0,522.0509,154.5742,149.9663,0.9702,254.7026
,,,,,,,,,
110520_proxOrg_FFU,G06,10,5022.4377,1,788.5444,295.4978,277.7109,0.9398,32.4375
,,,,,,,,,
110520_proxOrg_FFU,G06,11,1009.3297,1,618.0037,133.3369,129.4135,0.9706,19.4251
,,,,,,,,,
110520_proxOrg_FFU,G06,12,1411.7704,0,681.2538,171.2577,162.9932,0.9517,23.2102
,,,,,,,,,
110520_proxOrg_FFU,G06,13,513.8112,0,519.2482,113.3328,106.9323,0.9435,65.9486
,,,,,,,,,
110520_proxOrg_FFU,G06,14,3136.1317,1,712.8881,240.7712,228.3077,0.9482,88.423
,,,,,,,,,
110520_proxOrg_FFU,G06,15,1585.0135,1,585,153.6106,149.6629,0.9743,76.4791
,,,,,,,,,
110520_proxOrg_FFU,G06,16,8904.2682,13,643.9051,562.5097,416.9192,0.7412,403.4445
,,,,,,,,,
110520_proxOrg_FFU,G06,17,11469.0203,11,700.2677,666.0896,472.9118,0.71,586.2934
,,,,,,,,,
110520_proxOrg_FFU,G06,18,1610.3006,3,729.0875,184.4913,174.6227,0.9465,392.7122
,,,,,,,,,
110520_proxOrg_FFU,G06,19,781.7463,1,577.2629,114.5176,112.7289,0.9844,598.7531
,,,,,,,,,
110520_proxOrg_FFU,G06,20,2033.1861,3,677.4546,182.1344,173.5637,0.9529,536.9869
,,,,,,,,,
110520_proxOrg_FFU,G06,21,804.8813,0,536.6664,110.8285,107.5043,0.97,174.0294
,,,,,,,,,
110520_proxOrg_FFU,G06,22,2651.3736,2,681.6384,222.5596,212.0808,0.9529,345.9124
,,,,,,,,,
110520_proxOrg_FFU,G06,23,17487.8752,18,611.2001,842.356,581.3333,0.6901,360.6024
,,,,,,,,,
110520_proxOrg_FFU,G06,24,531.566,1,528.333,88.793,86.6905,0.9763,195.6163
,,,,,,,,,
110520_proxOrg_FFU,G06,25,10122.3506,22,658.5045,722.6823,490.9494,0.6793,196.8074
,,,,,,,,,
110520_proxOrg_FFU,G06,26,713.4175,1,571.7941,102.4562,100.1786,0.9778,281.1028
,,,,,,,,,
110520_proxOrg_FFU,G07,1,3125.3713,2,720.2475,252.7284,236.5377,0.9359,35.7469
,,,,,,,,,
110520_proxOrg_FFU,G07,2,1469.3388,1,619.5738,155.8327,151.5493,0.9725,56.7857
,,,,,,,,,
110520_proxOrg_FFU,G07,3,2769.7385,2,596.7572,242.5204,226.2613,0.933,83.9139
,,,,,,,,,
110520_proxOrg_FFU,G07,4,3149.0442,5,674.1174,269.4298,242.6529,0.9006,179.9238
,,,,,,,,,
110520_proxOrg_FFU,G07,5,12531.0762,12,627.4932,826.3411,547.4212,0.6625,201.398
,,,,,,,,,
110520_proxOrg_FFU,G07,6,2550.2255,1,582.6148,210.6456,203.4679,0.9659,282.7546
,,,,,,,,,
110520_proxOrg_FFU,G07,7,11455.0317,3,650.7809,557.5442,474.1132,0.8504,33.1355
,,,,,,,,,
110520_proxOrg_FFU,G07,8,2277.9862,2,599.7773,256.0921,225.5934,0.8809,95.2215
,,,,,,,,,
110520_proxOrg_FFU,G07,9,1964.3192,1,572.5634,199.1307,189.2658,0.9505,16.9918
,,,,,,,,,
110520_proxOrg_FFU,G07,10,8721.8787,4,688.3115,603.929,476.5064,0.789,88.394
,,,,,,,,,
110520_proxOrg_FFU,G07,11,22458.6628,20,598.4864,682.9869,620.3297,0.9083,161.2303
,,,,,,,,,
110520_proxOrg_FFU,G07,12,6423.4476,13,519.9028,355.3625,314.5141,0.8851,98.6263
,,,,,,,,,
110520_proxOrg_FFU,G07,13,4269.2066,5,631.4647,385.8009,306.0793,0.7934,159.6939
,,,,,,,,,
110520_proxOrg_FFU,G07,14,4551.6682,5,637.2065,343.2274,321.5625,0.9369,222.6276
,,,,,,,,,
110520_proxOrg_FFU,G07,15,18196.9885,21,631.1394,1059.7162,819.7773,0.7736,753.9272
,,,,,,,,,
110520_proxOrg_FFU,G07,16,8057.9592,9,600.2926,631.5197,435.7206,0.69,141.9272
,,,,,,,,,
110520_proxOrg_FFU,G07,17,545.0165,0,544.3495,88.793,86.97,0.9795,62.4471
,,,,,,,,,
110520_proxOrg_FFU,G07,18,1049.6814,1,537.3829,133.5886,128.2428,0.96,69.9359
,,,,,,,,,
110520_proxOrg_FFU,G07,19,12966.8742,20,628.7732,921.4444,584.5714,0.6344,115.5154
,,,,,,,,,
110520_proxOrg_FFU,G07,20,5850.992,5,738.8419,407.9839,376.1415,0.922,751.0024
,,,,,,,,,
110520_proxOrg_FFU,G07,21,26162.946,34,635.1321,1028.8914,721.3755,0.7011,639.3182
,,,,,,,,,
110520_proxOrg_FFU,G07,22,28282.7536,38,617.2436,1006.9169,816.4015,0.8108,174.7337
,,,,,,,,,
110520_proxOrg_FFU,G07,23,1359.0442,2,556.2775,194.4349,184.3932,0.9484,111.2774
,,,,,,,,,
110520_proxOrg_FFU,G07,24,24892.6754,36,610.4484,1278.8079,784.6249,0.6136,93.8081
,,,,,,,,,
110520_proxOrg_FFU,G07,25,8639.5613,12,664.5064,798.0026,503.5092,0.631,44.7182
,,,,,,,,,
110520_proxOrg_FFU,G07,26,3460.5591,7,654.6875,396.825,337.4234,0.8503,140.6976
,,,,,,,,,
110520_proxOrg_FFU,G07,27,2051.4788,2,740.128,198.9096,189.8943,0.9547,138.1539
,,,,,,,,,
110520_proxOrg_FFU,G07,28,1394.0156,2,689.4045,188.8186,174.4386,0.9238,99.6292
,,,,,,,,,
110520_proxOrg_FFU,G07,29,4981.01,4,655.2971,536.368,379.9969,0.7085,172.3398
,,,,,,,,,
110520_proxOrg_FFU,G07,30,2523.8624,5,620.5528,248.6096,209.8894,0.8443,215.2978
,,,,,,,,,
110520_proxOrg_FFU,G07,31,1254.1299,2,658.1514,146.8527,143.6191,0.978,191.649
,,,,,,,,,
110520_proxOrg_FFU,G07,32,4518.8489,8,701.7434,280.8278,263.2021,0.9372,119.9906
,,,,,,,,,
110520_proxOrg_FFU,G07,33,3941.013,1,582.0672,435.7832,351.5136,0.8066,43.0467
,,,,,,,,,
110520_proxOrg_FFU,G07,34,1760.4088,4,631.6421,228.2064,217.2739,0.9521,54.4161
,,,,,,,,,
110520_proxOrg_FFU,G07,35,1057.7517,1,583.6485,225.402,219.7836,0.9751,7.0809
,,,,,,,,,
110520_proxOrg_FFU,G07,36,1385.9453,4,663.3214,156.7047,154.6252,0.9867,10.3464
,,,,,,,,,
110520_proxOrg_FFU,G08,1,40077.8154,35,617.2261,1864.2303,979.2534,0.5253,287.0497
,,,,,,,,,
110520_proxOrg_FFU,G08,2,1548.428,2,545.6849,161.5964,156.2322,0.9668,118.9184
,,,,,,,,,
110520_proxOrg_FFU,G08,3,1176.6547,1,710.6191,129.2181,125.6434,0.9723,86.303
,,,,,,,,,
110520_proxOrg_FFU,G08,4,1388.6354,1,575.2759,154.5436,148.0323,0.9579,155.4839
,,,,,,,,,
110520_proxOrg_FFU,G08,5,892.5789,1,685.4093,111.0065,108.8913,0.9809,218.9139
,,,,,,,,,
110520_proxOrg_FFU,G08,6,1961.6291,0,589.9764,196.2273,184.3633,0.9395,315.2179
,,,,,,,,,
110520_proxOrg_FFU,G08,7,5951.6021,4,668.5108,363.6485,336.3221,0.9249,103.3736
,,,,,,,,,
110520_proxOrg_FFU,G08,8,17375.4286,8,617.1637,726.5799,595.3147,0.8193,53.516
,,,,,,,,,
110520_proxOrg_FFU,G08,9,11608.9061,12,653.4688,720.6508,476.7525,0.6616,106.5234
,,,,,,,,,
110520_proxOrg_FFU,G08,10,1752.3385,2,681.2647,183.9574,171.4348,0.9319,484.2528
,,,,,,,,,
110520_proxOrg_FFU,G08,11,2198.8969,5,702.3991,267.8459,225.0509,0.8402,147.6287
,,,,,,,,,
110520_proxOrg_FFU,G08,12,8515.8162,9,617.7493,616.8192,427.3164,0.6928,327.928
,,,,,,,,,
110520_proxOrg_FFU,G08,13,19982.6844,8,632.504,1178.5864,785.7944,0.6667,106.2607
,,,,,,,,,
110520_proxOrg_FFU,G08,14,37832.1106,24,636.365,1706.0408,947.4033,0.5553,217.5592
,,,,,,,,,
110520_proxOrg_FFU,G08,15,23199.5194,15,664.1566,1205.6917,846.2617,0.7019,661.0181
,,,,,,,,,
110520_proxOrg_FFU,G08,16,1009.8678,1,673.8269,140.6719,136.7571,0.9722,625.3031
,,,,,,,,,
110520_proxOrg_FFU,G08,17,1257.358,1,699.2435,141.3101,136.2568,0.9642,488.6332
,,,,,,,,,
110520_proxOrg_FFU,G08,18,2234.4064,1,680.6564,248.9656,236.3592,0.9494,550.3547
,,,,,,,,,
110520_proxOrg_FFU,G08,19,18100.6826,22,625.8766,803.1334,594.6657,0.7404,609.1721
,,,,,,,,,
110520_proxOrg_FFU,G08,20,17003.6552,10,576.9909,689.9428,563.1352,0.8162,29.0216
,,,,,,,,,
110520_proxOrg_FFU,G08,21,287.3039,0,524.1498,70.0474,70.1652,1.0017,7.5039
,,,,,,,,,
110520_proxOrg_FFU,G08,22,3351.8786,1,632.6616,230.1768,220.6681,0.9587,27.9755
,,,,,,,,,
110520_proxOrg_FFU,G08,23,41861.8972,94,618.688,1455.1733,921.0785,0.633,80.9158
,,,,,,,,,
110520_proxOrg_FFU,G08,24,78.5512,0,518.4384,37.1352,37.8986,1.0206,3.4012
,,,,,,,,,
110520_proxOrg_FFU,G08,25,6423.9857,12,602.8776,491.3512,398.0794,0.8102,442.3702
,,,,,,,,,
110520_proxOrg_FFU,G08,26,1661.9507,2,618.4594,169.1094,162.6967,0.9621,153.3729
,,,,,,,,,
110520_proxOrg_FFU,G08,27,54071.7741,108,628.0195,2566.4609,1291.2122,0.5031,315.7355
,,,,,,,,,
110520_proxOrg_FFU,G08,28,678.9841,0,536.1078,104.5003,101.7607,0.9738,404.4058
,,,,,,,,,
110520_proxOrg_FFU,G08,29,1062.5939,2,589.0861,122.7425,119.5699,0.9742,19.0226
,,,,,,,,,
110520_proxOrg_FFU,G08,30,1204.0938,1,661.387,162.7074,154.9094,0.9521,206.6791
,,,,,,,,,
110520_proxOrg_FFU,G08,31,3789.2907,4,564.2887,495.3352,392.6604,0.7927,21.5603
,,,,,,,,,
110520_proxOrg_FFU,G08,32,2996.2459,7,588.6111,381.8854,340.9186,0.8927,11.6649
,,,,,,,,,
110520_proxOrg_FFU,G08,33,506.2789,1,577.3528,104.93,102.803,0.9797,6.0699
,,,,,,,,,
110520_proxOrg_FFU,G09,1,17653.048,24,629.4257,1247.2152,771.7238,0.6188,150.1225
,,,,,,,,,
110520_proxOrg_FFU,G09,2,3169.4891,3,580.4135,274.0088,259.5868,0.9474,173.4973
,,,,,,,,,
110520_proxOrg_FFU,G09,3,5647.0815,9,623.5417,424.7718,353.1799,0.8315,124.4987
,,,,,,,,,
110520_proxOrg_FFU,G09,4,1560.8025,4,720.2834,152.9418,148.7208,0.9724,26.614
,,,,,,,,,
110520_proxOrg_FFU,G09,5,2296.817,1,625.1497,212.4685,200.4523,0.9434,95.1136
,,,,,,,,,
110520_proxOrg_FFU,G09,6,3671.4638,5,597.9336,265.2374,247.0077,0.9313,184.0146
,,,,,,,,,
110520_proxOrg_FFU,G09,7,1075.5065,1,1033.6188,122.1348,118.5082,0.9703,269.4533
,,,,,,,,,
110520_proxOrg_FFU,G09,8,14603.5379,20,642.4606,814.9737,619.0414,0.7596,244.3305
,,,,,,,,,
110520_proxOrg_FFU,G09,9,14435.675,25,703.8137,828.0114,600.9887,0.7258,153.2762
,,,,,,,,,
110520_proxOrg_FFU,G09,10,390.6042,3,717.259,89.726,84.5575,0.9424,5.4709
,,,,,,,,,
110520_proxOrg_FFU,G09,11,1371.4187,4,588.9631,147.6078,142.1348,0.9629,16.6163
,,,,,,,,,
110520_proxOrg_FFU,G09,12,16239.1256,17,612.8264,731.1156,633.6009,0.8666,189.0131
,,,,,,,,,
110520_proxOrg_FFU,G09,13,21882.441,21,577.9962,1432.9598,796.8593,0.5561,129.3235
,,,,,,,,,
110520_proxOrg_FFU,G09,14,7128.2568,12,650.4214,522.5447,411.0513,0.7866,147.3868
,,,,,,,,,
110520_proxOrg_FFU,G09,15,732.7863,1,714.9435,106.219,104.012,0.9792,54.6719
,,,,,,,,,
110520_proxOrg_FFU,G09,16,3380.9318,5,596.461,249.7512,238.1058,0.9534,195.3158
,,,,,,,,,
110520_proxOrg_FFU,G09,17,995.8792,2,556.3922,141.2058,136.8039,0.9688,138.3352
,,,,,,,,,
110520_proxOrg_FFU,G09,18,1017.4001,1,655.302,123.1416,120.8085,0.9811,129.081
,,,,,,,,,
110520_proxOrg_FFU,G09,19,2885.4133,5,696.2991,220.9883,212.4018,0.9611,114.765
,,,,,,,,,
110520_proxOrg_FFU,G09,20,954.4515,3,713.1545,119.8085,117.2209,0.9784,85.8753
,,,,,,,,,
110520_proxOrg_FFU,G09,21,23745.074,23,662.7669,1233.0792,710.2795,0.576,177.813
,,,,,,,,,
110520_proxOrg_FFU,G09,22,1309.0081,1,618.1225,160.5591,153.7851,0.9578,162.3885
,,,,,,,,,
110520_proxOrg_FFU,G09,23,5972.047,1,528.8319,431.3948,358.6242,0.8313,196.427
,,,,,,,,,
110520_proxOrg_FFU,G09,24,766.6817,0,535.7151,123.823,120.9211,0.9766,263.0596
,,,,,,,,,
110520_proxOrg_FFU,G09,25,12973.3305,14,656.265,656.6673,512.6697,0.7807,128.6336
,,,,,,,,,
110520_proxOrg_FFU,G09,26,8283.9286,7,607.135,568.187,420.4168,0.7399,903.5929
,,,,,,,,,
110520_proxOrg_FFU,G09,27,772.0619,1,550.3979,107.864,105.7291,0.9802,906.8085
,,,,,,,,,
110520_proxOrg_FFU,G09,28,8638.4852,17,607.1563,490.6267,404.9276,0.8253,813.2975
,,,,,,,,,
110520_proxOrg_FFU,G09,29,989.4229,0,524.8032,137.9464,131.3203,0.952,266.749
,,,,,,,,,
110520_proxOrg_FFU,G09,30,16211.6864,17,629.2325,1087.4239,698.1434,0.642,400.499
,,,,,,,,,
110520_proxOrg_FFU,G09,31,2506.1076,3,648.6711,214.7644,204.8148,0.9537,961.9976
,,,,,,,,,
110520_proxOrg_FFU,G09,32,5110.6734,2,628.0713,377.932,322.9571,0.8545,474.33
,,,,,,,,,
110520_proxOrg_FFU,G09,33,32262.5042,39,607.0479,1249.7196,830.8417,0.6648,803.1083
,,,,,,,,,
110520_proxOrg_FFU,G09,34,1505.9243,2,616.6706,203.8877,173.3195,0.8501,633.6177
,,,,,,,,,
110520_proxOrg_FFU,G09,35,10778.7378,11,623.2264,731.5453,512.563,0.7007,617.3189
,,,,,,,,,
110520_proxOrg_FFU,G09,36,2503.9556,1,714.0933,209.0311,199.7348,0.9555,510.5336
,,,,,,,,,
110520_proxOrg_FFU,G09,37,1264.8903,1,598.8179,139.2354,134.7587,0.9678,488.239
,,,,,,,,,
110520_proxOrg_FFU,G09,38,19609.2969,34,608.3327,1237.0937,818.5737,0.6617,456.2765
,,,,,,,,,
110520_proxOrg_FFU,G09,39,9924.3584,12,710.107,584.5884,492.0728,0.8417,227.5092
,,,,,,,,,
110520_proxOrg_FFU,G09,40,2451.2294,2,623.6141,242.5815,231.2016,0.9531,492.2937
,,,,,,,,,
110520_proxOrg_FFU,G09,41,29943.0903,24,663.7097,1685.607,934.6822,0.5545,347.7003
,,,,,,,,,
110520_proxOrg_FFU,G09,42,840.9288,1,550.7083,112.443,109.7537,0.9761,101.8326
,,,,,,,,,
110520_proxOrg_FFU,G09,43,979.7385,1,645.9275,121.245,119.3339,0.9842,197.6013
,,,,,,,,,
110520_proxOrg_FFU,G09,44,825.8642,0,582.0586,112.5472,109.6438,0.9742,244.5138
,,,,,,,,,
110520_proxOrg_FFU,G09,45,1104.0217,1,626.0083,166.4703,161.7308,0.9715,158.1739
,,,,,,,,,
110520_proxOrg_FFU,G09,46,1257.358,0,648.8023,135.5158,131.8343,0.9728,222.2751
,,,,,,,,,
110520_proxOrg_FFU,G09,47,13014.7582,10,616.1384,718.2381,531.1365,0.7395,108.8802
,,,,,,,,,
110520_proxOrg_FFU,G09,48,899.0352,1,669.2693,120.1644,117.3693,0.9767,95.222
,,,,,,,,,
110520_proxOrg_FFU,G09,49,1381.6411,0,584.6238,152.5859,149.1855,0.9777,28.531
,,,,,,,,,
110520_proxOrg_FFU,G09,50,16313.9107,34,655.8979,960.728,623.51,0.649,175.0809
,,,,,,,,,
110520_proxOrg_FFU,G09,51,1582.8615,1,611.5425,237.377,192.4775,0.8109,228.4502
,,,,,,,,,
110520_proxOrg_FFU,G09,52,1874.4695,1,676.5204,173.5104,168.5578,0.9715,217.4071
,,,,,,,,,
110520_proxOrg_FFU,G09,53,1594.6979,0,576.4018,184.743,176.3612,0.9546,164.0869
,,,,,,,,,
110520_proxOrg_FFU,G09,54,2338.7827,5,611.9772,261.5788,243.2021,0.9297,161.4485
,,,,,,,,,
110520_proxOrg_FFU,G09,55,1664.1028,1,610.4568,195.4722,187.1907,0.9576,111.7962
,,,,,,,,,
110520_proxOrg_FFU,G09,56,19855.7111,20,602.6321,873.7401,677.2157,0.7751,47.7903
,,,,,,,,,
110520_proxOrg_FFU,G10,1,20725.1551,15,616.5062,1021.1751,738.9824,0.7237,290.7209
,,,,,,,,,
110520_proxOrg_FFU,G10,2,3121.6051,2,601.8525,255.9751,236.1854,0.9227,242.0047
,,,,,,,,,
110520_proxOrg_FFU,G10,3,3978.1365,8,646.4782,278.1149,259.8333,0.9343,80.9894
,,,,,,,,,
110520_proxOrg_FFU,G10,4,1990.1443,3,735.5807,202.1995,192.6374,0.9527,54.1056
,,,,,,,,,
110520_proxOrg_FFU,G10,5,647.7788,1,938.0291,98.2764,96.4952,0.9819,35.0379
,,,,,,,,,
110520_proxOrg_FFU,G10,6,4129.3208,5,565.4577,421.9725,368.2248,0.8726,31.3894
,,,,,,,,,
110520_proxOrg_FFU,G10,7,5113.3635,5,617.1847,420.1928,349.3674,0.8314,406.4505
,,,,,,,,,
110520_proxOrg_FFU,G10,8,1735.1218,4,601.0474,186.6397,178.1366,0.9544,110.1862
,,,,,,,,,
110520_proxOrg_FFU,G10,9,11053.6671,16,657.0041,569.9795,462.4686,0.8114,199.2084
,,,,,,,,,
110520_proxOrg_FFU,G10,10,5013.8293,2,641.2152,425.9133,352.4233,0.8275,103.2449
,,,,,,,,,
110520_proxOrg_FFU,G10,11,3317.4452,4,601.7846,221.9824,213.1792,0.9603,477.5807
,,,,,,,,,
110520_proxOrg_FFU,G10,12,2918.7707,3,735.5618,221.9519,212.3653,0.9568,584.4261
,,,,,,,,,
110520_proxOrg_FFU,G10,13,35551.9723,48,568.5003,1326.9061,823.293,0.6205,389.7965
,,,,,,,,,
110520_proxOrg_FFU,G10,14,868.3679,1,583.3197,122.0306,119.9711,0.9831,240.056
,,,,,,,,,
110520_proxOrg_FFU,G10,15,3520.8176,4,575.2922,366.2265,328.2057,0.8962,366.272
,,,,,,,,,
110520_proxOrg_FFU,G10,16,5093.4566,8,647.4103,334.1126,304.5835,0.9116,242.5973
,,,,,,,,,
110520_proxOrg_FFU,G10,17,1674.8633,2,645.2959,169.8213,163.886,0.9651,379.3623
,,,,,,,,,
110520_proxOrg_FFU,G10,18,1758.7947,1,674.6592,172.7985,168.5301,0.9753,798.0335
,,,,,,,,,
110520_proxOrg_FFU,G10,19,7242.3175,11,620.2765,452.6448,383.7745,0.8478,202.3506
,,,,,,,,,
110520_proxOrg_FFU,G10,20,32823.6614,46,609.7002,1664.9469,866.1941,0.5203,922.7624
,,,,,,,,,
110520_proxOrg_FFU,G10,21,3258.8008,2,633.1899,253.2497,233.5909,0.9224,191.7918
,,,,,,,,,
110520_proxOrg_FFU,G10,22,1204.0938,1,620.4424,133.6929,129.4189,0.968,1052.7626
,,,,,,,,,
110520_proxOrg_FFU,G10,23,2093.4446,4,695.9031,193.7535,180.9949,0.9342,614.6435
,,,,,,,,,
110520_proxOrg_FFU,G10,24,1730.2796,1,546.4415,167.1084,161.8407,0.9685,1066.7363
,,,,,,,,,
110520_proxOrg_FFU,G10,25,52051.5006,56,616.301,1915.6006,1086.3558,0.5671,886.8942
