Experiment Name,Well Name,Cluster ID,Cluster Area (um^2),Number of Nuclei,Cluster Mean Intenisty,Cluster Perimeter (um),Cluster Convex Hull (um),Cluster Convex Hull to Perimeter Ratio,Cluster Distance from Well Edge (um)
,,,,,,,,,
110520_proxOrg_FFU,B10,25,1638.2778,1,626.2729,232.2946,210.3141,0.9054,44.9533
,,,,,,,,,
110520_proxOrg_FFU,B10,26,15633.3125,14,704.7695,852.9683,554.6065,0.6502,174.746
,,,,,,,,,
110520_proxOrg_FFU,B10,27,4810.4569,1,627.5343,444.4199,339.427,0.7638,396.8328
,,,,,,,,,
110520_proxOrg_FFU,B10,28,70112.9075,143,695.5155,1901.6731,1234.2765,0.649,287.0506
,,,,,,,,,
110520_proxOrg_FFU,B10,29,843.0809,2,546.8558,109.4352,107.9674,0.9866,91.0495
,,,,,,,,,
110520_proxOrg_FFU,B10,30,1967.5474,1,542.2024,179.9123,172.9017,0.961,408.6435
,,,,,,,,,
110520_proxOrg_FFU,B10,31,631.6381,1,527.9148,92.3346,91.2319,0.9881,110.8617
,,,,,,,,,
110520_proxOrg_FFU,B10,32,2594.3433,2,690.3161,275.8318,241.6772,0.8762,198.8542
,,,,,,,,,
110520_proxOrg_FFU,B10,33,5708.9541,6,686.9191,467.5843,385.0214,0.8234,139.2455
,,,,,,,,,
110520_proxOrg_FFU,B10,34,2152.627,0,597.9298,194.3917,187.1574,0.9628,135.2678
,,,,,,,,,
110520_proxOrg_FFU,B10,35,3619.8137,4,690.273,242.6679,232.604,0.9585,150.9041
,,,,,,,,,
110520_proxOrg_FFU,B10,36,5020.8236,1,699.2579,398.6912,346.187,0.8683,25.9438
,,,,,,,,,
110520_proxOrg_FFU,B10,37,518.6534,0,501.9824,84.036,83.1203,0.9891,162.6376
,,,,,,,,,
110520_proxOrg_FFU,B11,1,13674.3735,15,836.2429,724.4136,584.7217,0.8072,41.6425
,,,,,,,,,
110520_proxOrg_FFU,B11,2,15520.3278,30,740.8799,1102.4372,645.7025,0.5857,220.7824
,,,,,,,,,
110520_proxOrg_FFU,B11,3,7743.2162,12,831.8299,509.5629,430.9232,0.8457,120.9993
,,,,,,,,,
110520_proxOrg_FFU,B11,4,15851.7496,17,660.1561,1186.8724,622.2876,0.5243,634.8092
,,,,,,,,,
110520_proxOrg_FFU,B11,5,41546.0781,42,665.6155,2514.821,1198.2538,0.4765,875.6641
,,,,,,,,,
110520_proxOrg_FFU,B11,6,2109.5852,5,760.8082,207.3124,194.9739,0.9405,761.2994
,,,,,,,,,
110520_proxOrg_FFU,B11,7,1263.2762,1,557.5349,156.4098,150.7711,0.9639,759.7913
,,,,,,,,,
110520_proxOrg_FFU,B11,8,1650.6523,0,609.7174,159.3006,155.2838,0.9748,226.4553
,,,,,,,,,
110520_proxOrg_FFU,B11,9,3444.4184,0,687.6097,244.9205,236.6995,0.9664,264.6171
,,,,,,,,,
110520_proxOrg_FFU,B11,10,989.4229,4,966.9386,117.3042,114.2424,0.9739,723.7439
,,,,,,,,,
110520_proxOrg_FFU,B11,11,10190.6794,16,786.4251,622.8525,432.9223,0.6951,784.3986
,,,,,,,,,
110520_proxOrg_FFU,B11,12,2447.4632,8,525.8503,197.7375,187.4111,0.9478,295.9805
,,,,,,,,,
110520_proxOrg_FFU,B11,13,814.5657,0,516.7067,107.8945,105.303,0.976,587.86
,,,,,,,,,
110520_proxOrg_FFU,B11,14,11685.8433,6,669.1801,604.8189,482.7674,0.7982,115.0586
,,,,,,,,,
110520_proxOrg_FFU,B11,15,2857.9742,0,536.5578,200.0512,193.451,0.967,425.2127
,,,,,,,,,
110520_proxOrg_FFU,B11,16,1812.597,1,757.6447,184.6387,177.6155,0.962,234.3252
,,,,,,,,,
110520_proxOrg_FFU,B11,17,733.8623,0,525.6085,156.7657,134.5044,0.858,110.3191
,,,,,,,,,
110520_proxOrg_FFU,B11,18,27695.7714,41,699.5715,830.3735,725.8693,0.8741,117.4675
,,,,,,,,,
110520_proxOrg_FFU,B11,19,1424.1449,2,795.0306,145.8891,143.3354,0.9825,67.2835
,,,,,,,,,
110520_proxOrg_FFU,B11,20,21877.0607,33,751.4686,1133.6181,792.9706,0.6995,764.508
,,,,,,,,,
110520_proxOrg_FFU,B11,21,745.6988,1,551.1263,120.4161,116.4036,0.9667,765.0684
,,,,,,,,,
110520_proxOrg_FFU,B11,22,21704.3556,27,695.9667,1038.718,755.3482,0.7272,149.5492
,,,,,,,,,
110520_proxOrg_FFU,B11,23,563.8473,0,539.3368,92.0829,91.2606,0.9911,23.7693
,,,,,,,,,
110520_proxOrg_FFU,B11,24,1296.0956,0,518.2196,167.9678,146.9304,0.8748,118.0098
,,,,,,,,,
110520_proxOrg_FFU,B11,25,38901.6988,30,635.8497,1698.037,949.2934,0.5591,108.6491
,,,,,,,,,
110520_proxOrg_FFU,B11,26,4589.3298,9,856.093,349.2428,327.6934,0.9383,101.3082
,,,,,,,,,
110520_proxOrg_FFU,B11,27,2355.9994,2,757.2683,194.1526,186.2429,0.9593,165.2978
,,,,,,,,,
110520_proxOrg_FFU,B11,28,6333.5979,5,686.4275,500.9999,404.1334,0.8067,139.2639
,,,,,,,,,
110520_proxOrg_FFU,B11,29,2063.8534,0,609.786,262.2728,248.058,0.9458,57.0269
,,,,,,,,,
110520_proxOrg_FFU,B11,30,644.0126,1,521.9114,146.6136,127.0684,0.8667,342.563
,,,,,,,,,
110520_proxOrg_FFU,B11,31,62742.5407,71,614.5037,1601.154,1113.4371,0.6954,248.7303
,,,,,,,,,
110520_proxOrg_FFU,B11,32,514.8873,1,509.4399,86.037,84.0416,0.9768,83.1863
,,,,,,,,,
110520_proxOrg_FFU,B11,33,1927.7337,0,510.7605,172.829,164.5216,0.9519,115.6429
,,,,,,,,,
110520_proxOrg_FFU,B11,34,2420.5621,0,539.4725,183.2023,177.7349,0.9702,67.7547
,,,,,,,,,
110520_proxOrg_FFU,B11,35,572.9937,0,505.138,90.082,88.5941,0.9835,22.7928
,,,,,,,,,
110520_proxOrg_FFU,B12,1,32504.6142,70,790.3998,1016.7257,779.9616,0.7671,81.8093
,,,,,,,,,
110520_proxOrg_FFU,B12,2,28355.9247,72,844.8915,944.3698,752.3066,0.7966,456.5487
,,,,,,,,,
110520_proxOrg_FFU,B12,3,3292.1581,8,797.4463,293.7917,264.5795,0.9006,345.4461
,,,,,,,,,
110520_proxOrg_FFU,B12,4,780.6703,2,567.8132,133.6191,126.8859,0.9496,181.0983
,,,,,,,,,
110520_proxOrg_FFU,B12,5,1146.5254,4,687.1239,164.8864,150.4759,0.9126,399.1738
,,,,,,,,,
110520_proxOrg_FFU,B12,6,21970.6766,32,679.8311,1208.3003,725.0546,0.6001,588.4759
,,,,,,,,,
110520_proxOrg_FFU,B12,7,41690.8061,78,722.5887,1697.9812,1045.2513,0.6156,421.2255
,,,,,,,,,
110520_proxOrg_FFU,B12,8,1172.3505,1,753.1423,133.1895,129.2374,0.9703,498.2712
,,,,,,,,,
110520_proxOrg_FFU,B12,9,2517.9441,2,638.6222,208.5278,199.2922,0.9557,39.0474
,,,,,,,,,
110520_proxOrg_FFU,B12,10,23331.3349,31,708.0462,881.8912,691.2182,0.7838,173.28
,,,,,,,,,
110520_proxOrg_FFU,B12,11,821.56,1,532.3661,108.7539,106.5111,0.9794,859.3431
,,,,,,,,,
110520_proxOrg_FFU,B12,12,786.5885,0,519.2852,115.1253,108.1475,0.9394,38.5949
,,,,,,,,,
110520_proxOrg_FFU,B12,13,7196.0476,4,518.2402,705.0835,661.5326,0.9382,214.7107
,,,,,,,,,
110520_proxOrg_FFU,B12,14,512.7352,1,520.7398,83.7843,82.4712,0.9843,11.3342
,,,,,,,,,
110520_proxOrg_FFU,B12,15,54540.3915,31,542.7693,4073.7531,3694.7523,0.907,125.5975
,,,,,,,,,
110520_proxOrg_FFU,B12,16,591.2865,1,529.9918,90.3642,88.9352,0.9842,15.5362
,,,,,,,,,
110520_proxOrg_FFU,B12,17,552.0108,1,539.2943,92.2609,90.1142,0.9767,14.6978
,,,,,,,,,
110520_proxOrg_FFU,B12,18,5686.3572,7,532.6551,542.0506,508.4124,0.9379,83.7495
,,,,,,,,,
110520_proxOrg_FFU,B12,19,678.4461,0,517.0095,132.9072,119.9022,0.9021,63.5105
,,,,,,,,,
110520_proxOrg_FFU,B12,20,20345.8494,32,693.6365,1011.3052,637.0533,0.6299,279.3079
,,,,,,,,,
110520_proxOrg_FFU,B12,21,501.9748,1,531.3248,83.6064,82.4209,0.9858,9.9938
,,,,,,,,,
110520_proxOrg_FFU,B12,22,4296.1077,7,951.9889,334.4991,289.8892,0.8666,443.0051
,,,,,,,,,
110520_proxOrg_FFU,B12,23,106.5284,0,523.096,45.9372,46.6465,1.0154,3.4748
,,,,,,,,,
110520_proxOrg_FFU,B12,24,5789.1194,12,796.9892,416.0614,377.4609,0.9072,232.6471
,,,,,,,,,
110520_proxOrg_FFU,B12,25,1129.3087,1,669.535,129.8995,125.7824,0.9683,143.8974
,,,,,,,,,
110520_proxOrg_FFU,B12,26,1706.0686,1,795.5323,160.6328,156.1415,0.972,130.4048
,,,,,,,,,
110520_proxOrg_FFU,B12,27,1268.1184,3,806.6843,140.377,135.5134,0.9654,198.0163
,,,,,,,,,
110520_proxOrg_FFU,B12,28,6892.065,13,679.362,492.5539,390.3668,0.7925,77.5526
,,,,,,,,,
110520_proxOrg_FFU,B12,29,612.8073,1,530.9658,91.9787,90.9351,0.9887,53.4841
,,,,,,,,,
110520_proxOrg_FFU,B12,30,753.7692,6,513.0307,133.3674,125.6128,0.9419,84.5474
,,,,,,,,,
110520_proxOrg_FFU,C01,1,889.8888,0,519.1022,138.5235,130.1208,0.9393,283.6901
,,,,,,,,,
110520_proxOrg_FFU,C01,2,690.2825,2,619.2564,99.4179,96.9152,0.9748,114.5203
,,,,,,,,,
110520_proxOrg_FFU,C01,3,558.4671,0,524.0424,122.4908,115.4122,0.9422,270.7252
,,,,,,,,,
110520_proxOrg_FFU,C01,4,21151.2687,35,683.6138,1203.0399,781.9137,0.6499,98.7834
,,,,,,,,,
110520_proxOrg_FFU,C01,5,9438.5243,15,719.53,610.6131,470.0799,0.7698,200.2825
,,,,,,,,,
110520_proxOrg_FFU,C01,6,23738.6177,54,746.9191,1171.0913,798.6681,0.682,235.1072
,,,,,,,,,
110520_proxOrg_FFU,C01,7,3507.367,3,693.7309,256.0057,239.3077,0.9348,236.4068
,,,,,,,,,
110520_proxOrg_FFU,C01,8,2860.1263,0,522.6573,202.2733,193.9175,0.9587,75.5521
,,,,,,,,,
110520_proxOrg_FFU,C02,1,33358.4555,46,714.1372,1407.1056,939.5853,0.6677,286.4333
,,,,,,,,,
110520_proxOrg_FFU,C02,2,2052.0169,2,564.7071,186.3142,177.2082,0.9511,403.6407
,,,,,,,,,
110520_proxOrg_FFU,C02,3,696.2008,0,525.544,97.6992,96.4777,0.9875,205.5541
,,,,,,,,,
110520_proxOrg_FFU,C02,4,1364.9624,1,670.3559,144.0661,139.7886,0.9703,142.1297
,,,,,,,,,
110520_proxOrg_FFU,C02,5,965.2119,0,526.9331,118.4152,116.2365,0.9816,475.7157
,,,,,,,,,
110520_proxOrg_FFU,C02,6,597.2047,1,625.9703,90.6897,89.1737,0.9833,164.4862
,,,,,,,,,
110520_proxOrg_FFU,C02,7,840.9288,2,707.7806,168.7534,147.9152,0.8765,208.5795
,,,,,,,,,
110520_proxOrg_FFU,C02,8,820.4839,0,749.9974,124.4612,117.8024,0.9465,329.9343
,,,,,,,,,
110520_proxOrg_FFU,C02,9,1075.5065,0,534.94,139.4134,132.8187,0.9527,280.113
,,,,,,,,,
110520_proxOrg_FFU,C02,10,14112.3236,12,650.0959,696.1593,515.5993,0.7406,895.436
,,,,,,,,,
110520_proxOrg_FFU,C02,11,1069.0502,1,944.0025,122.4908,119.5567,0.976,805.0194
,,,,,,,,,
110520_proxOrg_FFU,C02,12,889.3508,1,604.64,114.1922,111.6675,0.9779,851.9065
,,,,,,,,,
110520_proxOrg_FFU,C02,13,3660.7034,5,655.8394,320.124,280.3169,0.8757,79.4692
,,,,,,,,,
110520_proxOrg_FFU,C02,14,19575.4015,23,762.3043,807.3386,659.8068,0.8173,72.5446
,,,,,,,,,
110520_proxOrg_FFU,C02,15,1652.8044,0,548.8867,170.4721,163.4508,0.9588,95.966
,,,,,,,,,
110520_proxOrg_FFU,C02,16,2839.6814,6,802.4329,273.6834,246.1627,0.8994,37.3138
,,,,,,,,,
110520_proxOrg_FFU,C02,17,1285.8732,0,530.6222,145.8585,139.79,0.9584,65.9941
,,,,,,,,,
110520_proxOrg_FFU,C02,18,1283.7211,0,531.1479,199.9901,171.9419,0.8598,119.5943
,,,,,,,,,
110520_proxOrg_FFU,C02,19,1005.0256,1,533.3469,119.0229,116.5042,0.9788,152.9815
,,,,,,,,,
110520_proxOrg_FFU,C02,20,3200.6944,1,738.9492,339.5078,311.1321,0.9164,483.9085
,,,,,,,,,
110520_proxOrg_FFU,C02,21,2018.6595,2,743.5578,179.2741,173.4492,0.9675,537.2356
,,,,,,,,,
110520_proxOrg_FFU,C02,22,6982.9908,9,686.1768,585.1529,460.4627,0.7869,336.2586
,,,,,,,,,
110520_proxOrg_FFU,C02,23,2753.5979,2,829.829,231.4658,217.6295,0.9402,401.1828
,,,,,,,,,
110520_proxOrg_FFU,C02,24,666.0715,1,640.3966,101.6706,99.7168,0.9808,654.1709
,,,,,,,,,
110520_proxOrg_FFU,C02,25,1888.4581,0,726.0031,177.1995,168.8412,0.9528,572.2151
,,,,,,,,,
110520_proxOrg_FFU,C02,26,2206.4292,4,730.5028,268.4968,228.0462,0.8493,530.3111
,,,,,,,,,
110520_proxOrg_FFU,C02,27,937.7728,0,536.7843,114.7998,112.1554,0.977,137.2442
,,,,,,,,,
110520_proxOrg_FFU,C02,28,1353.126,0,816.571,148.6756,145.148,0.9763,475.7203
,,,,,,,,,
110520_proxOrg_FFU,C02,29,659.6153,2,597.2659,98.2026,97.0449,0.9882,456.2868
,,,,,,,,,
110520_proxOrg_FFU,C03,1,30508.5517,64,720.1033,1018.2106,777.28,0.7634,213.3803
,,,,,,,,,
110520_proxOrg_FFU,C03,2,10057.2499,12,711.8411,666.4939,535.9137,0.8041,94.4261
,,,,,,,,,
110520_proxOrg_FFU,C03,3,791.9688,1,684.7235,114.7998,111.9064,0.9748,364.1834
,,,,,,,,,
110520_proxOrg_FFU,C03,4,1433.2913,1,689.411,162.5905,157.8485,0.9708,288.0077
,,,,,,,,,
110520_proxOrg_FFU,C03,5,17221.0162,27,703.2516,962.0907,748.5991,0.7781,76.1102
,,,,,,,,,
110520_proxOrg_FFU,C03,6,21354.1031,24,656.4669,902.1649,651.6028,0.7223,312.1707
,,,,,,,,,
110520_proxOrg_FFU,C03,7,2573.8984,2,516.6394,308.8914,243.1138,0.7871,37.5557
,,,,,,,,,
110520_proxOrg_FFU,C03,8,1759.8708,0,544.3968,155.9064,151.8661,0.9741,540.6987
,,,,,,,,,
110520_proxOrg_FFU,C03,9,1576.4052,2,560.8553,157.3734,152.8286,0.9711,417.9164
,,,,,,,,,
110520_proxOrg_FFU,C03,10,14759.5644,22,708.9245,760.2471,549.4084,0.7227,342.9928
,,,,,,,,,
110520_proxOrg_FFU,C03,11,820.4839,1,733.5626,124.1052,120.2062,0.9686,196.1826
,,,,,,,,,
110520_proxOrg_FFU,C03,12,8167.7158,7,688.4257,640.8862,488.5091,0.7622,82.2919
,,,,,,,,,
110520_proxOrg_FFU,C03,13,680.5981,0,522.5565,117.9855,110.1553,0.9336,14.0106
,,,,,,,,,
110520_proxOrg_FFU,C03,14,1136.841,2,899.0696,125.6765,122.1745,0.9721,155.0041
,,,,,,,,,
110520_proxOrg_FFU,C03,15,4880.3998,3,685.3443,308.9346,287.3888,0.9303,39.8664
,,,,,,,,,
110520_proxOrg_FFU,C03,16,20.9829,0,509.3846,33.4893,34.5471,1.0316,1.0532
,,,,,,,,,
110520_proxOrg_FFU,C03,17,50751.6388,44,613.4064,1711.5402,1049.3954,0.6131,238.1763
,,,,,,,,,
110520_proxOrg_FFU,C03,18,6138.2959,14,690.2173,363.618,326.638,0.8983,126.7814
,,,,,,,,,
110520_proxOrg_FFU,C03,19,637.5564,1,514.0354,95.6246,94.0567,0.9836,204.232
,,,,,,,,,
110520_proxOrg_FFU,C03,20,3554.713,5,640.5617,241.2314,233.0509,0.9661,164.5838
,,,,,,,,,
110520_proxOrg_FFU,C03,21,2407.6496,3,1069.9372,193.545,185.2758,0.9573,248.613
,,,,,,,,,
110520_proxOrg_FFU,C03,22,1943.8744,2,546.8071,214.9855,209.162,0.9729,208.4668
,,,,,,,,,
110520_proxOrg_FFU,C03,23,1669.483,1,671.9078,157.6556,152.3967,0.9666,183.4043
,,,,,,,,,
110520_proxOrg_FFU,C03,24,1359.0442,1,609.5816,139.8126,136.3124,0.975,268.5828
,,,,,,,,,
110520_proxOrg_FFU,C03,25,1350.4358,0,521.2331,145.8154,142.8363,0.9796,65.192
,,,,,,,,,
110520_proxOrg_FFU,C03,26,636.4803,3,665.5021,106.5012,102.7119,0.9644,257.4981
,,,,,,,,,
110520_proxOrg_FFU,C03,27,2350.0812,0,737.4377,204.3784,196.3507,0.9607,602.8089
,,,,,,,,,
110520_proxOrg_FFU,C03,28,10760.445,15,666.0973,637.6826,496.655,0.7788,594.1659
,,,,,,,,,
110520_proxOrg_FFU,C03,29,4085.2029,6,583.4581,393.1486,316.1533,0.8042,623.2079
,,,,,,,,,
110520_proxOrg_FFU,C03,30,22603.9288,17,683.7007,863.489,674.4171,0.781,210.6215
,,,,,,,,,
110520_proxOrg_FFU,C03,31,730.6342,0,551.0088,106.397,105.9299,0.9956,611.7943
,,,,,,,,,
110520_proxOrg_FFU,C03,32,1713.6009,4,696.4226,157.4039,153.0861,0.9726,628.8136
,,,,,,,,,
110520_proxOrg_FFU,C03,33,9608.5394,12,695.2062,548.2693,452.1775,0.8247,514.3085
,,,,,,,,,
110520_proxOrg_FFU,C03,34,1766.327,2,516.8776,159.9514,154.1342,0.9636,106.5511
,,,,,,,,,
110520_proxOrg_FFU,C03,35,2092.3685,2,673.4253,179.1572,171.9814,0.9599,326.8153
,,,,,,,,,
110520_proxOrg_FFU,C03,36,5670.7545,3,614.762,539.1114,470.5519,0.8728,341.6549
,,,,,,,,,
110520_proxOrg_FFU,C03,37,1005.0256,1,688.9845,132.7598,129.4364,0.975,253.1234
,,,,,,,,,
110520_proxOrg_FFU,C03,38,582.6781,0,523.2862,104.9605,101.1783,0.964,264.3926
,,,,,,,,,
110520_proxOrg_FFU,C03,39,517.5774,2,585.5156,86.1107,84.4972,0.9813,95.658
,,,,,,,,,
110520_proxOrg_FFU,C03,40,574.0697,2,511.253,100.2773,98.593,0.9832,79.1221
,,,,,,,,,
110520_proxOrg_FFU,C03,41,5771.3647,6,779.7743,393.553,364.0462,0.925,71.1102
,,,,,,,,,
110520_proxOrg_FFU,C04,1,31187.5358,48,661.7546,1423.1383,890.1602,0.6255,99.9416
,,,,,,,,,
110520_proxOrg_FFU,C04,2,8038.0524,8,637.9815,484.1942,422.1362,0.8718,120.1608
,,,,,,,,,
110520_proxOrg_FFU,C04,3,22868.0977,16,666.4957,1102.8922,791.3387,0.7175,40.6781
,,,,,,,,,
110520_proxOrg_FFU,C04,4,914.6378,0,647.0453,151.4443,148.4009,0.9799,9.9018
,,,,,,,,,
110520_proxOrg_FFU,C04,5,535.8702,1,525.2851,85.859,84.5912,0.9852,543.5907
,,,,,,,,,
110520_proxOrg_FFU,C04,6,93.6159,0,500.7126,57.9249,57.6743,0.9957,2.2637
,,,,,,,,,
110520_proxOrg_FFU,C04,7,954.9895,0,538.3932,150.2595,137.9597,0.9181,167.0091
,,,,,,,,,
110520_proxOrg_FFU,C04,8,746.7749,1,862.3912,101.6706,99.4638,0.9783,200.6773
,,,,,,,,,
110520_proxOrg_FFU,C04,9,6364.8032,4,711.9098,357.7931,332.8626,0.9303,238.321
,,,,,,,,,
110520_proxOrg_FFU,C04,10,27707.0698,24,646.0295,1243.2871,776.4119,0.6245,312.915
,,,,,,,,,
110520_proxOrg_FFU,C04,11,8213.9857,4,736.1567,476.0304,402.4898,0.8455,323.7119
,,,,,,,,,
110520_proxOrg_FFU,C04,12,1262.7382,0,518.545,250.4631,188.597,0.753,321.6789
,,,,,,,,,
110520_proxOrg_FFU,C04,13,11716.5105,8,674.7092,825.7334,551.1695,0.6675,350.8555
,,,,,,,,,
110520_proxOrg_FFU,C04,14,763.4536,1,746.7829,112.4735,109.3658,0.9724,695.0159
,,,,,,,,,
110520_proxOrg_FFU,C04,15,1609.2245,2,926.1608,204.5691,177.485,0.8676,612.8174
,,,,,,,,,
110520_proxOrg_FFU,C04,16,18577.3703,28,667.6902,760.6336,621.6056,0.8172,57.3493
,,,,,,,,,
110520_proxOrg_FFU,C04,17,1248.7496,0,704.816,151.9045,146.7808,0.9663,211.8676
,,,,,,,,,
110520_proxOrg_FFU,C04,18,3863.5378,3,774.0419,281.565,271.0018,0.9625,333.904
,,,,,,,,,
110520_proxOrg_FFU,C04,19,8114.9896,16,682.1993,549.7363,446.8445,0.8128,432.0174
,,,,,,,,,
110520_proxOrg_FFU,C04,20,4676.4894,4,886.5312,305.2328,282.3819,0.9251,195.2147
,,,,,,,,,
110520_proxOrg_FFU,C04,21,14412.54,15,729.5348,792.895,636.4074,0.8026,634.3071
,,,,,,,,,
110520_proxOrg_FFU,C04,22,3261.4909,0,523.6168,213.8618,206.1862,0.9641,134.1198
,,,,,,,,,
110520_proxOrg_FFU,C04,23,500.8987,1,554.0709,82.747,81.9999,0.991,747.922
,,,,,,,,,
110520_proxOrg_FFU,C04,24,1173.9645,1,871.28,138.9837,134.9402,0.9709,151.8647
,,,,,,,,,
110520_proxOrg_FFU,C04,25,1746.4202,0,524.3105,161.6396,157.8467,0.9765,18.1792
,,,,,,,,,
110520_proxOrg_FFU,C04,26,883.4325,0,527.528,147.5341,132.3448,0.897,36.2835
,,,,,,,,,
110520_proxOrg_FFU,C04,27,650.4689,1,530.2324,94.661,92.8814,0.9812,146.6871
,,,,,,,,,
110520_proxOrg_FFU,C04,28,1772.7833,0,513.0792,160.8413,155.3804,0.966,113.6176
,,,,,,,,,
110520_proxOrg_FFU,C04,29,618.1876,0,528.4395,117.0219,106.1868,0.9074,197.6884
,,,,,,,,,
110520_proxOrg_FFU,C04,30,12304.0308,14,685.8016,713.8065,576.8407,0.8081,258.7757
,,,,,,,,,
110520_proxOrg_FFU,C04,31,2333.9405,2,631.0516,191.9611,185.6032,0.9669,161.6127
,,,,,,,,,
110520_proxOrg_FFU,C04,32,11420.0603,11,678.8669,683.0733,502.2292,0.7352,336.5317
,,,,,,,,,
110520_proxOrg_FFU,C04,33,10425.7952,8,712.0175,577.2407,477.3317,0.8269,266.8233
,,,,,,,,,
110520_proxOrg_FFU,C04,34,886.6607,2,575.6299,116.844,114.367,0.9788,130.468
,,,,,,,,,
110520_proxOrg_FFU,C04,35,2089.6784,2,643.1774,197.1298,189.4563,0.9611,262.9979
,,,,,,,,,
110520_proxOrg_FFU,C04,36,1001.2594,0,659.036,122.3128,119.5724,0.9776,209.3598
,,,,,,,,,
110520_proxOrg_FFU,C04,37,973.2823,1,897.309,146.4662,137.5881,0.9394,40.8589
,,,,,,,,,
110520_proxOrg_FFU,C04,38,955.5275,0,616.4499,118.5932,116.5264,0.9826,27.2232
,,,,,,,,,
110520_proxOrg_FFU,C04,39,4740.514,13,708.9276,517.5055,394.5718,0.7624,145.8717
,,,,,,,,,
110520_proxOrg_FFU,C04,40,3702.1311,4,628.6405,278.5141,248.4579,0.8921,55.004
,,,,,,,,,
110520_proxOrg_FFU,C04,41,1226.6907,2,796.2934,131.3971,129.0413,0.9821,371.7038
,,,,,,,,,
110520_proxOrg_FFU,C04,42,535.8702,1,532.1325,93.194,92.055,0.9878,184.1775
,,,,,,,,,
110520_proxOrg_FFU,C04,43,1414.4605,2,679.8939,151.5486,147.3345,0.9722,48.9732
,,,,,,,,,
110520_proxOrg_FFU,C04,44,1479.0232,4,734.8003,161.449,154.7282,0.9584,487.0122
,,,,,,,,,
110520_proxOrg_FFU,C04,45,4759.8828,4,815.5888,426.8032,358.5776,0.8401,99.3666
,,,,,,,,,
110520_proxOrg_FFU,C04,46,3613.8955,3,760.1225,245.8104,234.8682,0.9555,151.8836
,,,,,,,,,
110520_proxOrg_FFU,C04,47,2209.6574,0,678.3097,188.2109,181.1063,0.9623,227.5757
,,,,,,,,,
110520_proxOrg_FFU,C05,1,31183.7696,50,738.3188,1390.6074,843.8294,0.6068,78.2241
,,,,,,,,,
110520_proxOrg_FFU,C05,2,1192.7953,4,885.7433,130.7894,126.9397,0.9706,485.6354
,,,,,,,,,
110520_proxOrg_FFU,C05,3,37933.7968,48,684.2679,1426.68,853.9317,0.5985,525.5412
,,,,,,,,,
110520_proxOrg_FFU,C05,4,918.404,1,712.0434,147.9332,135.4035,0.9153,778.7269
,,,,,,,,,
110520_proxOrg_FFU,C05,5,2482.9727,0,512.6479,196.4484,193.0477,0.9827,19.8786
,,,,,,,,,
110520_proxOrg_FFU,C05,6,42331.0526,42,658.7252,1740.7454,1030.7701,0.5921,951.0502
,,,,,,,,,
110520_proxOrg_FFU,C05,7,5428.1065,6,716.7791,342.6198,298.0433,0.8699,533.0421
,,,,,,,,,
110520_proxOrg_FFU,C05,8,978.1245,1,557.797,127.0392,124.2731,0.9782,1082.5958
,,,,,,,,,
110520_proxOrg_FFU,C05,9,407.8209,0,756.1121,92.0524,91.864,0.998,6.4147
,,,,,,,,,
110520_proxOrg_FFU,C05,10,2970.4208,2,645.9348,239.4085,221.9657,0.9271,606.029
,,,,,,,,,
110520_proxOrg_FFU,C05,11,5860.6764,4,640.7699,390.1714,346.3529,0.8877,59.8429
,,,,,,,,,
110520_proxOrg_FFU,C05,12,4033.0148,1,625.0434,306.1354,261.5093,0.8542,27.0501
,,,,,,,,,
110520_proxOrg_FFU,C05,13,1792.6901,2,704.7278,245.0248,222.4268,0.9078,1192.8352
,,,,,,,,,
110520_proxOrg_FFU,C05,14,2962.3505,1,815.1246,234.4735,215.1099,0.9174,860.1773
,,,,,,,,,
110520_proxOrg_FFU,C05,15,1798.6084,3,733.0012,174.3697,167.3744,0.9599,1086.4678
,,,,,,,,,
110520_proxOrg_FFU,C05,16,7533.9256,3,748.5822,592.7701,433,0.7305,732.6944
,,,,,,,,,
110520_proxOrg_FFU,C05,17,1821.7433,2,628.2888,271.296,259.4753,0.9564,855.0178
,,,,,,,,,
110520_proxOrg_FFU,C05,18,1666.2549,1,538.6962,167.2127,159.9404,0.9565,824.2415
,,,,,,,,,
110520_proxOrg_FFU,C05,19,1998.7527,0,738.9631,174.3392,171.0041,0.9809,837.9247
,,,,,,,,,
110520_proxOrg_FFU,C05,20,5237.6466,8,669.6233,407.7754,349.6596,0.8575,189.8772
,,,,,,,,,
110520_proxOrg_FFU,C05,21,2248.395,2,649.3513,194.0789,187.2035,0.9646,279.7091
,,,,,,,,,
110520_proxOrg_FFU,C05,22,5051.4909,5,646.9131,302.3294,284.7912,0.942,198.7264
,,,,,,,,,
110520_proxOrg_FFU,C05,23,1279.4169,0,568.3671,135.6938,131.3873,0.9683,541.3749
,,,,,,,,,
110520_proxOrg_FFU,C05,24,584.2922,1,521.8324,106.7529,103.0361,0.9652,493.2405
,,,,,,,,,
110520_proxOrg_FFU,C05,25,677.37,3,529.0183,105.6419,102.1867,0.9673,106.2876
,,,,,,,,,
110520_proxOrg_FFU,C05,26,9150.1444,13,715.975,591.9107,443.5678,0.7494,62.4534
,,,,,,,,,
110520_proxOrg_FFU,C05,27,1454.8122,0,527.6006,144.7475,140.2769,0.9691,254.236
,,,,,,,,,
